Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
4PL - Headcount,4PL,B.17,Review of Fire Safety System,Are smoke detectors are installed below Mezannine floor,,Smoke detectors not installed in the Below Mezzanine floor,"In case of fire in the vacant building, security may not be able to identify the fire",Smoke detector should be installed in the Mezzanine area and should remain in working condition,Smoke Detector,UA-UC,High,Medium,Red,Capex,108,
4PL - Headcount,4PL,B.18,Review of Fire Safety System,Is 2 hrs fire rated Push Bar emergency exit doors are available with necessary certificates?,,2 hrs fire rated Push Bar emergency exit doors are available with necessary certificates is not available,"- Inability to verify fire resistance rating during emergency
- Risk of door failure under fire conditions, leading to rapid fire/smoke spread",Obtain and maintain valid certification for 2-hour fire-rated doors from the manufacturer or approved authority,Emergency Fire Door,UA-UC,High,Medium,Yellow,Capex,36,
4PL - Headcount,4PL,B.19,Review of Fire Safety System,Is smoke detectors installed in the scrap area ? If applicable,,Smoke detectors are not  installed in the scrap area,"If there is a fire in the scrap area, the warehouse staff will not know that the scrap room has caught fire",Smoke detectors should be installed in the scrap area also,Smoke Detector,UA-UC,High,High,Red,Capex,144,
4PL - Headcount,4PL,B.20,Review of Fire Safety System,Are smoke detectors /Sprinkler installed in the MTS and are in working condition?,,Smoke detectors are not  installed in the MTS area,"In case of fire in the MTS , ERT member may not be able to identify the fire",Smoke detectors should be installed in the MTS Rack.,Smoke Detector,UA-UC,High,Medium,Red,Capex,108,
4PL - Headcount,4PL,B.21,Review of Emergency Preparedness and Mock drill,Is Fire rated Push Bar emergency exit doors are available?,,Fire rated Push Bar emergency exit doors are not available.,"In case of any emergency, person may not be able to  exit easily.",Fire rated Push Bar emergency exit doors should be available.,Exit Door,UA-UC,High,Medium,Red,Capex,108,
4PL - Headcount,4PL,B.22,Review of Fire Safety System,Is fire alarm audible in the entire facility and is periodically checked ? Check for the records,,Fire alarm is not audible in the entire warehouse,All employees will not get aware of any emergency in the warehouse if the alarm is not audible,Emergency alarm should be audible at all places in the warehouse,Alarm System,UA-UC,High,Medium,Red,Capex,108,
4PL - Headcount,4PL,B.23,Review of Fire Safety System,Is adequate number of portable Fire Extinguishers installed in the facility as per the assessment/state norms ? (1 Fire Extinguisher/2000 Sq. ft) and open space i.e. 1/3000 Sq. ft.?,,Adequate no. of fire extinguisher is not installed in the facility i.e. 1/2000 Sq. ft. and  In open area i.e. 1/3000 Sq. ft.,Fire issue may occur,Fire extinguishers Inside the warehouse should be provided 1/2000 sq. ft. and outside the warehouse should be provided 1/3000 Sq. Ft.,Fire Extinguishers,UA-UC,Medium,Medium,red,Capex,81,
4PL - Headcount,4PL,B.24,Review of Fire Safety System,Is Fire extinguishers refilled and maintenance done as per the IS2190?,,Fire extinguishers not refilled and maintenance not done as per the IS2190.,"If some Fire extinguishers are found non-operational at the time of emergency, the minor fire risk may get converted into a major fire risk",Fire extinguishers refilled and maintenance should be done as per the IS2190.,Fire Extinguishers,UA-UC,High,Medium,Red,Opex,72,
4PL - Headcount,4PL,B.25,Review of Fire Safety System,Are all emergency equipment kept clear and are not obstructed ?,,Emergency equipment are not kept clear and are obstructed by the material,At the time of emergency the person may find difficulty in reaching the equipment for further use,All the emergency equipment should be kept clear and unobstructed,Storage Method,UA-UC,High,Low,Red,Operatiol Action,24,
4PL - Headcount,4PL,B.26,Review of Fire Safety System,"Is Foam Pourer System or 50 litres mechanical foam fire extinguishers provided, in case of  Oil Storage ?",,Foam Pourer System or 50 litres mechanical foam fire extinguishers not provided (in case of Oil Storage),"Firefighting foam is a foam used for fire suppression. Its role is to cool the fire and to coat the fuel, preventing its contact with oxygen, resulting in suppression of the combustion. Much like the water type, Foam fire extinguishers can be used for fires involving organic materials. These organic materials include cardboard, paper, fabrics, wood & coal. In addition to these organic materials, foam extinguishers can also be used on flammable liquids including petrol or paint.",Foam Pourer System or 50 litres mechanical foam fire extinguishers should be provided if required (in case of oil storage),Fire Extinguishers,UA-UC,High,Low,Red,Capex,72,
4PL - Headcount,4PL,B.27,Review of Fire Safety System,All key server rooms should be protected by fire fighting system e.g. Modular FE etc.?,,Key server rooms not protected by   fire fighting system e.g. Modular FE etc.,"FM-200 is a clean, colourless, and environmentally friendly fire suppressant that is electronically non-conductive and safe for humans. The fire suppression system extinguishes flames primarily through heat absorption and is safe for use in occupied areas.",Key server rooms should be protected  by fire fighting system e.g. Modular FE etc.,FM 200 System,UA-UC,High,Low,Red,Capex,72,
4PL - Headcount,4PL,B.28,Review of Fire Safety System,Is Fire fighting team members name displayed in the facility ?,,Fire fighting team members name not displayed,"In case of fire, the staff working in the warehouse may get difficulty in identifying the trained fire fighters",Fire fighting team should be displayed in the warehouse,Display Board,UA-UC,Medium,High,Yellow,Opex,24,
4PL - Headcount,4PL,B.29,Review of Fire Safety System,"Are Fire Safety related signage( Fire Extinguishers, Hydrant etc)  is displayed at prominent locations and are visible from anywhere in the warehouse ?",,"Fire Safety related signage( Fire Extinguishers, Hydrant etc) is not displayed in the warehouse at prominent location",There are chances that the collaborators will not be able to understand fire fighting equipment location,"Fire Safety related signage( Fire Extinguishers, Hydrant etc) should be displayed at prominent location and should be visible from anywhere in the warehouse",Display Board,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,C,Review of Personal Protective Equipment,Review of Personal Protective Equipment,,,,,,,,,,,0,
4PL - Headcount,4PL,C.1,Review of Personal Protective Equipment,"All personal in the facility comply with the site's personal protective equipment requirement i.e. safety shoes, high visibility jacket, helmets where applicable?",,All personal in the facility do not comply with the site PPEs requirement,Personal injury,All personals working in the warehouse should comply with the PPEs requirement,Training,UA-UC,High,High,Red,Operatiol Action,48,
4PL - Headcount,4PL,C.2,Review of Personal Protective Equipment,All personnel are using Safety Harnesses for Working at height.? ( Applicable For VNA/Order Picker Operation.),,Safety Harnesses are not used for working at height.(  Applicable For VNA/Order Picker Operation ),Personal injury,Safety harness should be used for working at height.,PPE,UA-UC,High,High,Red,Operatiol Action,48,
4PL - Headcount,4PL,C.3,Review of Personal Protective Equipment,All personnel are using Cut resistance Gloves for heavy or sharp edges material handling?,,Cut-resistance gloves are not used for heavy or sharp edges material handling,Personal injury,Cut resistance gloves should be used for heavy or sharp edges material handling,PPE,UA-UC,Medium,Medium,Yellow,Operatiol Action,9,
4PL - Headcount,4PL,C.4,Review of Personal Protective Equipment,Are PPE's like ear plugs used in the High noise area ?,,PPE's like ear plugs are not used in high noise area,Hearing loss may occur to a person working in high noise area,PPE's like ear plugs should be used in the high noise area,PPE,UA-UC,Medium,Medium,Yellow,Operatiol Action,9,
4PL - Headcount,4PL,C.5,Review of Personal Protective Equipment,"All personnel are using specific PPEs as per the specific Job activity  like Chemical handling, Electrical work?",,"All personal in the facility do not comply with specific PPEs as per the specific Job activity  like Chemical handling, Electrical work",Personal injury,All personals working in the warehouse should comply with the PPEs requirement,PPE,UA-UC,Medium,Medium,Yellow,Operatiol Action,9,
4PL - Headcount,4PL,C.6,Review of Personal Protective Equipment,Are PPE's available in the facility as per the hazard associated with the work activity ?,,PPEs in the facility is not available as per the identified hazards,Personal injury,PPEs in the facility should be available as per the associated hazard,PPE,UA-UC,High,High,Red,Opex,96,
4PL - Headcount,4PL,C.7,Review of Personal Protective Equipment,Are Signage related to PPE's usage and its importance displayed in the facility ?,,Signage related to PPEs not displayed in the facility,It will be difficult to create awareness among 100% of the staff working in the warehouse,Signage related to the use off PPEs should be displayed in the warehouse,Display Board,UA-UC,Medium,High,Yellow,Opex,24,
4PL - Headcount,4PL,C.8,Review of Personal Protective Equipment,"Are PPE's stored in a proper manner as like PPE's stand, PPE's rack, almirah, etc.?",,PPE's not stored properly,Good asset loss,All PPE's should be stored properly,Storage Method,UA-UC,Low,High,Yellow,Operatiol Action,8,
4PL - Headcount,4PL,C.9,Review of Personal Protective Equipment,Is workers training conducted on the use of PPEs ?,,Worker training not conducted on the use of PPE's,Personal injury,Training on PPEs should be conducted in-order to create more awareness regarding the use of PPEs,Training,UA-UC,Medium,Medium,Red,Operatiol Action,27,
4PL - Headcount,4PL,C.10,Review of Personal Protective Equipment,Is PPE's matrix displayed at prominent locations ?,,PPE's matrix not displayed in the warehouse,Employees may not get aware of the PPE to be used in different work zones,PPEs matrix should be displayed at prominent location,Display Board,UA-UC,Low,High,Yellow,Opex,16,
4PL - Headcount,4PL,D,Review of First Aid Facility,Review of First Aid Facility,,,,,,,,,,,0,
4PL - Headcount,4PL,D.1,Review of First Aid Facility,Do we have first aid boxes in the facility ? & quantity adequate?,,There is no first aid box in the facility,"If adequate number of first aid boxes are not available in the warehouse, it will take time for a person to reach at the first aid box available at a particular location e.g. Security guard cabin, etc.",Provide first aid box in the facility,First Aid Box,UA-UC,Medium,Medium,Yellow,Opex,18,
4PL - Headcount,4PL,D.2,Review of First Aid Facility,Are the required first aid material is checked for the availability and expiry date ?,,First aid material stored in the box is not checked for the availability,First aider will not be able to provide the first aid to the injured,First aid material should be checked for the availability in the first aid box,Checklist,UA-UC,High,Medium,Red,Operatiol Action,36,
